Store,Container_404,Bad_Subs,Nil_Pick
51804,51,7,340
72721,39,21,113
63126,50,7,385
69794,71,19,437
44342,60,46,335
55658,37,23,237
57776,52,21,376
84158,7,1,171
44995,13,17,424
66558,11,22,417
10264,57,11,373
62330,14,42,57
61647,42,27,330
7160,6,44,345
98636,5,5,143
64883,59,44,34
73365,14,34,277
82687,18,37,304
86866,41,9,130
43954,10,9,42
46077,31,24,151
98705,51,29,100
29268,62,30,121
75807,70,47,226
11600,53,45,130
40975,42,22,108
12665,68,10,106
70121,8,8,33
11347,64,29,344
24592,43,24,149
68079,7,50,294
71384,54,34,353
94084,32,35,161
63617,13,47,185
9003,44,42,360
89055,64,7,115
58568,63,35,363
11355,71,40,26
99065,19,37,212
8396,22,15,246
45624,36,6,324
95783,36,50,190
48834,73,11,209
31743,8,33,156
49987,53,26,68
59587,75,49,345
55136,66,42,304
23409,23,11,360
73204,27,7,275
6638,75,43,432
6500,41,50,331
67839,16,38,335
58683,47,14,54
95960,35,47,131
39483,16,21,198
3187,35,49,224
97241,13,18,329
99658,30,8,368
66176,51,44,52
7270,51,30,268
22545,59,39,54
62750,14,40,58
13309,53,9,66
62945,65,43,459
95411,59,16,401
55322,45,6,125
36804,9,8,339
46437,32,21,56
26602,47,38,159
94915,34,40,257
32590,44,41,152
94221,68,48,66
92279,28,11,122
69642,66,1,244
30723,15,8,385
99783,35,19,401
41392,71,14,400
68385,17,4,398
77849,52,35,91
75407,23,31,144
33316,65,19,364
6924,40,33,238
4820,45,5,73
4478,26,13,165
72012,72,43,433
45028,28,50,157
33613,57,26,375
79633,48,47,23
57990,61,18,320
41224,36,12,323
47720,34,5,440
7155,52,8,300
64895,20,49,396
93319,36,20,351
29627,16,12,37
27673,32,31,62
25643,60,46,222
2357,51,30,211
64933,61,36,266
66281,37,29,376
1637,17,37,37
29829,16,35,300
89960,36,39,168
1712,69,25,42
43541,63,42,268
70,71,48,398
19991,15,44,173
17355,49,37,422
29155,35,22,65
98701,14,5,143
2868,8,6,368
5080,52,20,207
56332,50,25,154
32609,19,26,66
57572,13,20,417
98856,57,32,244
43006,30,5,237
33055,47,50,228
62652,45,42,383
6174,74,43,62
52305,6,7,449
45898,40,7,190
11365,31,49,327
12086,60,20,295
54626,42,9,447
91484,26,27,306
11064,13,24,210
27076,35,5,402
20745,30,1,160
97678,34,22,214
12338,36,14,82
83137,24,4,87
49774,18,4,86
49915,15,11,161
22880,38,13,92
87431,55,25,79
28530,27,31,228
66395,42,33,169
57252,60,46,222
64427,51,28,65
79283,37,35,190
66486,63,18,110
22312,38,9,341
3009,28,2,142
92949,7,19,310
83275,9,40,182
10271,47,5,403
34301,39,30,330
17594,11,34,114
41789,64,42,61
53919,31,14,320
78010,70,20,97
20183,66,10,35
53927,34,16,112
70382,8,11,360
26237,41,13,214
71437,21,3,447
3924,13,13,281
48157,74,19,31
45326,8,18,167
56022,70,1,329
79420,42,42,306
94007,25,23,128
67546,23,27,206
20411,62,32,427
62572,7,31,333
77986,19,22,312
60977,21,1,82
13816,70,14,386
95702,62,15,288
27961,5,5,125
64075,28,48,78
44309,17,38,321
25083,44,3,120
55094,56,46,215
23394,67,47,176
12612,17,1,191
13494,18,45,337
82136,47,25,312
22213,24,40,327
26867,71,15,292
14073,8,42,342
34818,25,7,247
86134,32,7,283
49504,12,41,239
88896,36,15,260
56346,31,42,242
75039,22,24,437
9594,29,45,352
69232,5,8,40
80466,62,18,385
8458,13,15,100
31043,46,45,200
61935,18,39,66
58573,7,20,285
47424,63,32,30
69307,7,3,446
51499,64,20,336
10426,20,50,421
59878,27,40,68
53982,62,47,352
47499,27,3,335
58857,37,48,118
81276,73,34,272
55832,43,47,314
2537,62,14,308
18565,73,10,80
84694,34,44,318
25729,19,16,185
48618,37,12,224
70169,58,17,159
52555,7,19,272
90376,8,7,95
77496,55,1,46
33854,43,35,162
97804,63,49,48
84804,42,24,122
7224,32,5,292
11112,52,23,375
42481,12,3,172
11821,41,43,281
63970,21,45,228
88005,10,2,415
94717,20,30,341
65707,28,13,74
61379,35,36,425
90011,13,45,159
57994,36,41,77
92604,32,17,415
70211,62,49,155
99637,58,17,159
17941,10,5,199
91197,35,8,262
81477,69,27,254
64175,7,36,108
91545,35,47,62
59794,63,47,149
3323,65,20,114
49886,28,12,435
43755,46,21,36
61830,10,4,301
67202,16,19,350
77240,16,44,440
34655,65,11,149
48686,5,14,170
29727,35,5,252
13445,45,50,422
67647,15,13,108
32873,57,1,321
44586,54,42,123
32097,59,50,334
21407,44,38,268
42459,65,5,223
70553,62,2,51
91133,59,46,42
62433,27,20,162
5642,23,35,347
33450,43,30,285
85247,48,34,260
91055,18,2,70
96763,12,40,402
57615,41,8,266
83599,27,23,254
56373,60,27,230
68318,42,35,94
38223,16,8,345
22470,24,12,67
85350,48,10,431
10896,31,12,355
92546,59,26,158
33753,10,33,419
79671,58,12,192
15338,7,6,63
68034,26,31,298
91689,57,11,354
90021,36,1,69
21030,56,17,325
76161,44,33,414
68437,66,24,435
62427,54,23,308
75461,20,29,399
8739,15,20,310
54251,48,19,26
69041,53,39,179
97168,10,16,265
83335,45,13,360
82119,59,34,297
14374,29,17,29
28400,48,9,419
74539,42,40,364
88291,42,30,444
20716,40,35,444
14138,68,6,134
70597,41,29,441
21219,19,5,406
68697,27,27,294
13952,60,30,73
93443,40,36,266
88202,38,4,424
64688,13,18,107
96793,65,33,191
7868,45,41,174
28844,27,22,346
11347,8,38,103
43711,19,18,425
52345,51,17,122
50975,9,5,383
3361,15,42,80
54815,49,6,103
97485,52,34,262
36724,21,44,382
97225,63,28,139
11920,74,4,132
6219,7,6,175
49350,5,31,292
15574,59,4,282
23036,14,42,326
76383,50,47,343
95053,71,20,109
40968,17,6,113
88854,38,32,178
17927,27,14,329
34487,18,31,233
36917,63,28,343
48611,47,37,154
82245,24,30,124
59887,22,4,132
25709,36,30,57
99390,46,47,335
79300,68,24,102
8999,28,48,117
5038,42,31,108
90691,69,30,173
95920,38,43,196
11386,11,30,271
97498,54,36,419
32310,69,49,388
40910,63,20,214
79833,26,49,128
45576,24,17,173
656,47,1,343
90603,31,1,310
55011,56,37,142
28636,50,31,131
26427,5,7,132
3482,56,7,35
86073,30,8,88
79250,57,4,45
50502,73,32,424
83960,54,50,130
63227,53,5,386
94421,5,10,32
3493,70,49,362
23017,48,6,200
28015,56,26,290
77873,70,45,184
54055,41,45,377
53904,72,13,30
83557,52,29,246
70615,40,14,179
1466,45,33,45
11842,6,39,148
17097,26,24,203
9873,35,34,348
58084,54,4,100
45534,40,23,369
91810,12,42,186
78957,11,49,171
44280,56,42,171
27077,59,46,290
86359,39,47,185
81775,43,30,303
88583,71,17,295
8049,23,14,307
48196,7,42,357
54278,53,22,260
67077,63,37,392
53438,48,4,29
97119,28,50,58
2971,57,19,66
79358,55,29,165
24703,21,16,114
40930,61,23,373
44497,74,17,82
51015,19,10,234
1554,51,27,77
32257,26,31,195
23152,58,39,101
2347,59,34,104
97477,25,6,191
54802,55,1,404
45521,49,7,191
84603,65,48,128
56525,38,46,153
72436,8,44,206
6137,52,26,230
48848,34,24,208
81056,71,45,370
32087,40,34,254
98549,49,6,75
49380,21,19,439
54658,63,22,145
43177,74,35,166
79308,12,49,136
71136,62,41,406
13590,69,1,91
2537,61,39,213
12989,43,11,114
42490,40,46,44
23235,53,6,253
55598,44,2,183
21413,53,28,322
7005,46,43,151
73362,12,20,236
69262,16,50,209
59376,69,26,76
73147,50,11,384
6200,42,49,320
95801,33,3,131
60886,18,39,27
68391,75,27,70
89340,54,27,106
60791,12,1,86
2540,11,50,252
69883,43,19,215
51477,10,30,306
89801,74,7,361
44211,18,30,134
35335,29,45,134
51699,71,20,84
94176,67,7,38
37426,14,43,228
62622,22,22,136
26684,28,7,183
1749,70,29,315
45697,23,49,298
96679,47,14,114
88671,66,29,151
71694,29,1,208
4070,14,26,92
32480,55,29,162
39758,17,1,372
18612,53,30,405
9301,26,32,169
97682,24,49,340
12958,48,32,194
7117,13,35,108
73353,44,1,58
75294,20,21,233
54892,59,16,52
99608,53,6,320
74371,28,44,260
87398,10,10,234
3615,27,23,285
1236,67,31,36
44152,41,41,342
80097,71,46,103
44752,39,32,230
72266,13,32,396
40233,66,22,264
38176,9,33,308
4195,10,34,202
12178,61,25,160
99413,44,8,447
46092,32,25,262
39523,62,11,71
43533,26,12,423
25930,8,11,212
70564,7,26,441
12127,67,29,250
98504,24,4,363
22297,39,6,23
41479,75,10,96
40948,34,21,65
97147,31,20,457
34803,35,31,190
71042,7,31,247
87318,17,34,452
31437,63,33,311
79259,6,14,409
26908,47,28,357
67245,14,19,45
93277,56,31,190
40113,32,27,433
89663,60,50,341
9834,40,19,438
99928,17,39,84
29849,7,44,318
17109,54,31,168
24388,70,7,49
73332,25,42,20
64818,18,6,266
1645,26,39,225
29439,31,16,368
66516,75,25,282
86274,65,23,220
68821,52,14,324
47019,39,32,327
81505,31,1,258
95874,36,9,244
19683,31,42,334
35628,13,38,262
16182,70,30,263
66237,70,3,340
23126,74,35,353
53380,54,4,122
5275,74,43,47
34067,32,13,313
83732,26,29,147
83689,50,22,197
39327,19,49,445
34038,47,14,179
95614,35,8,315
47165,34,41,382
21135,46,2,249
65658,15,50,362
17338,8,40,40
47691,39,2,311
52887,57,13,174
94861,63,44,213
74705,74,39,387
50995,40,18,348
36327,49,16,222
82873,49,30,143
13716,28,5,57
36772,55,49,99
1969,69,46,437
80333,61,35,357
19509,51,26,87
29581,39,29,225
85909,14,50,238
11936,55,49,90
16217,43,7,78
39833,58,15,418
47423,71,40,355
52819,34,40,142
13394,33,6,168
97895,6,29,404
10914,13,41,77
14850,8,32,27
80966,23,34,446
29965,21,38,398
80044,68,14,335
14427,6,31,234
72782,73,21,23
34900,35,37,56
98701,56,30,107
10522,62,43,53
47217,46,16,218
82931,66,38,88
4766,5,50,460
53643,32,17,222
20906,18,18,196
50340,14,1,144
95702,31,46,82
41327,21,7,387
73083,24,43,273
15595,7,41,349
75312,44,18,289
45627,58,11,99
57199,53,19,358
76747,42,20,135
14926,62,41,292
47880,24,26,169
7673,24,24,426
6816,65,17,169
41136,73,7,31
1653,30,2,132
25024,11,38,407
79896,73,25,121
96415,40,24,216
59105,32,2,43
63970,37,1,134
67497,11,19,372
60562,28,45,416
42001,17,17,56
77655,45,5,141
52923,52,48,367
3710,32,29,284
26375,7,28,447
77762,10,27,207
24447,65,42,29
72168,36,26,326
61393,34,49,386
21587,24,34,428
43606,29,11,184
24126,69,28,211
85321,11,17,139
227,29,39,161
70172,13,49,419
99989,47,9,449
25348,47,30,279
51295,6,31,317
49757,66,47,294
34009,42,44,433
7381,10,18,251
95902,6,23,71
31641,60,18,227
24012,14,43,426
45632,50,14,212
35162,19,4,71
26496,61,8,143
61382,18,1,43
92424,74,50,80
51421,52,22,157
8226,37,6,457
33335,36,47,164
41370,30,3,207
67166,62,5,412
56521,47,19,156
33895,66,49,227
77681,47,6,81
47241,11,5,226
99967,21,25,448
21366,24,37,191
43616,42,4,60
78001,71,40,122
17423,60,27,86
47137,12,29,199
64910,47,25,235
36852,63,3,286
16693,34,16,406
43926,61,21,20
96567,74,42,156
74302,14,39,161
89746,39,30,21
79663,16,19,292
97172,28,8,372
73260,69,32,98
58964,42,14,189
96227,45,8,315
3785,46,1,379
43126,20,42,230
96402,29,28,345
36138,27,39,215
7324,61,40,377
91400,49,2,220
54924,15,25,127
69851,41,32,416
40032,58,49,82
45583,45,14,198
80517,38,11,109
91305,49,6,417
6025,43,49,68
15169,6,22,56
99469,28,47,271
86222,73,19,246
3552,11,37,376
8019,30,33,246
30810,27,16,168
32896,32,32,87
74092,7,3,174
14588,74,21,446
25256,28,30,348
67036,60,26,295
29240,59,17,449
2397,30,20,298
75115,49,17,59
88651,67,31,273
89918,18,33,36
10051,74,14,336
12740,45,48,22
25267,35,41,355
15185,8,35,353
87946,39,40,234
1558,8,21,117
65148,16,11,157
93100,44,1,67
40575,60,28,124
94980,13,28,129
37460,58,28,27
81901,6,29,247
43822,17,38,335
58648,51,43,186
70001,68,42,292
90658,65,27,288
2713,5,49,47
31514,25,21,388
82115,55,45,238
13556,60,50,262
21082,68,6,206
40633,6,7,434
78534,75,7,460
50609,12,19,246
40678,75,25,362
274,52,37,326
41750,31,15,455
63628,59,16,385
6925,75,11,65
24051,40,22,337
5892,64,37,51
9662,6,41,391
95916,44,48,412
44031,50,42,166
23577,56,42,237
58189,54,40,171
72560,5,47,180
66051,66,6,90
49783,75,45,273
18896,9,48,309
92330,69,49,380
52784,38,25,125
7056,8,31,168
86118,60,40,235
94635,64,22,301
54441,75,17,341
31822,33,9,137
22556,34,12,413
1944,57,30,292
77226,45,16,381
62475,8,10,40
99911,40,2,88
45221,10,30,76
37025,40,4,143
81262,8,23,23
64903,28,34,100
5048,54,6,22
44256,66,39,215
59857,5,15,113
18583,40,49,451
95261,47,26,442
52514,47,30,51
51021,11,19,320
55711,43,39,200
90087,8,42,390
15538,71,6,353
1478,20,2,340
23894,20,3,136
69773,43,11,369
76256,39,29,119
99884,71,11,84
16849,37,38,148
79259,61,19,209
10993,43,24,139
27686,32,3,136
10360,38,14,346
92501,25,13,203
12459,12,24,106
17893,45,36,241
25363,30,15,228
78654,29,2,266
50474,56,19,99
67605,39,23,394
23746,52,4,251
59991,32,29,411
62919,47,35,287
80566,13,24,295
6267,18,37,120
97422,59,39,330
6239,17,7,133
85043,74,35,61
3025,46,24,388
72737,62,27,397
79337,50,21,292
39530,54,16,72
92073,26,25,22
1979,26,9,206
57877,58,3,207
31538,54,2,376
18983,37,9,419
10038,68,26,305
37050,74,35,250
53394,16,5,407
4068,24,31,191
37800,72,48,446
36967,21,22,264
96804,22,20,78
90302,49,33,294
2612,12,6,212
82047,56,21,35
26409,18,15,331
41947,40,5,439
1074,57,16,234
35673,68,1,323
74229,26,45,230
44587,13,36,258
25209,66,14,70
13090,19,46,242
79066,17,17,226
31339,66,5,419
74312,50,12,176
62016,52,24,165
16983,14,2,179
22657,61,20,304
85545,46,43,436
79292,22,29,44
32099,31,4,249
44681,61,42,287
69876,12,26,434
93845,72,2,137
47947,73,45,81
41202,11,38,307
64093,57,7,111
72040,8,8,221
33700,27,18,65
62390,32,34,164
46457,9,2,134
48393,34,1,359
51151,39,2,90
89564,24,38,448
91167,49,34,245
54157,58,43,77
43470,25,31,203
46822,67,12,78
74198,6,34,366
9819,70,25,407
70479,59,48,296
18181,27,7,50
12687,64,43,131
70859,34,46,64
86305,21,21,132
63,24,24,379
72435,53,3,284
77344,55,20,92
50716,28,13,157
33932,25,44,324
79576,63,33,310
85019,45,13,391
50107,30,12,160
53524,25,4,94
17954,28,8,192
94746,7,39,365
60782,59,1,286
97973,42,21,239
68460,17,24,448
43145,35,49,279
19893,71,2,98
31795,21,27,285
78305,67,3,179
70865,44,36,273
86708,18,3,191
70261,55,46,116
8750,24,38,232
52155,63,34,71
85085,15,23,109
74518,14,16,199
79342,56,30,54
94567,39,6,403
56825,25,18,437
13875,25,46,212
22998,73,1,93
34691,11,24,271
82378,56,50,248
4821,8,1,340
6038,74,35,162
90880,40,21,351
48702,17,26,38
83377,62,8,52
49526,17,2,436
35196,31,43,33
51875,7,13,387
65888,14,21,290
19627,11,16,139
75881,6,28,217
58727,32,37,456
16711,6,25,304
7124,42,50,167
8021,74,2,345
55956,11,22,93
58263,52,10,310
48071,13,17,222
25152,65,12,427
78763,15,45,262
3230,64,2,192
24519,48,21,29
39643,34,48,167
25390,57,22,434
14895,39,34,294
14110,21,29,211
53447,40,30,202
49787,56,33,181
35718,49,7,244
14122,21,49,322
52395,59,42,395
35023,73,22,44
98192,10,13,448
48224,32,6,49
65845,33,20,303
48085,46,8,114
58367,44,37,358
19512,15,16,397
25642,64,7,393
30836,54,43,172
51372,40,45,83
79063,11,41,238
34808,30,26,167
67173,41,42,321
24957,15,23,85
38627,30,40,245
58099,21,1,206
47373,37,30,360
98982,26,22,36
71381,69,36,53
18931,11,12,423
6011,74,9,336
73921,66,16,82
27769,34,50,313
79950,7,4,307
14742,58,45,339
99497,62,2,210
7967,64,5,226
60917,50,5,337
69619,34,38,321
1052,62,46,397
69011,22,3,60
84065,61,34,67
3515,18,11,145
94131,30,25,402
2018,70,38,205
56311,25,32,160
81302,52,38,299
45522,41,19,194
139,43,50,276
54920,62,16,210
97754,47,5,379
84371,71,49,321
50953,61,34,352
71978,47,22,374
56962,19,9,222
81840,61,16,320
91119,16,20,109
6500,60,17,146
97448,75,31,402
1371,10,41,307
27567,30,23,90
44916,17,36,217
26754,70,3,329
12030,42,48,282
96074,61,11,313
50764,23,1,432
20690,55,34,26
79064,52,45,296
18364,22,42,271
32286,27,20,314
44168,38,29,431
39791,60,24,96
23019,19,22,135
93930,12,11,458
59544,6,9,345
10664,56,6,449
54309,56,47,219
60381,40,13,292
97312,12,39,95
35764,48,6,236
79699,32,6,160
7545,31,18,310
4916,30,27,358
23690,49,28,44
28164,17,30,364
14387,69,45,51
58144,58,42,384
87075,72,1,108
98784,16,38,244
24275,16,17,150
26527,65,32,78
80887,55,29,136
425,42,8,113
58343,67,5,91
31938,66,42,369
6140,74,45,252
23253,7,16,38
22270,66,48,229
95438,20,44,102
48834,73,9,166
56400,58,22,283
61863,46,19,390
52448,37,20,398
88314,31,15,328
39266,35,30,21
31451,32,35,376
28020,64,21,153
71344,49,13,327
18375,12,29,95
90980,43,18,124
64872,27,10,126
21946,35,6,341
23355,65,35,97
85810,16,7,457
16494,73,8,358
20741,65,28,80
94420,31,41,192
17485,53,24,232
6641,75,36,281
86410,25,29,136
12479,55,16,43
50760,70,21,191
95385,17,28,184
29618,38,35,242
45763,46,36,40
2264,75,30,172
99535,24,30,46
58033,14,29,30
39018,75,31,388
61466,68,6,154
59596,35,42,90
99697,9,47,345
53311,6,29,57
22120,15,50,119
72891,33,50,166
49479,65,22,104
36095,65,29,275
8177,19,20,154
11909,5,16,131
94998,73,1,453
10262,53,47,401
27362,64,42,47
5513,56,39,456
43126,55,3,330
32890,28,9,324
40148,35,7,153
21158,65,16,426
47458,28,42,344
69600,20,13,397
71897,20,14,114
74741,56,21,327
6374,12,17,405
81368,44,20,268
27066,43,38,247
97821,5,30,36
75183,61,42,387
30972,47,42,31
95152,11,18,446
28727,43,16,108
25341,48,36,405
71762,13,31,79
71615,65,39,31
37769,52,36,309
68442,16,31,396
90082,73,2,140
53665,5,22,118
83619,36,22,410
7328,56,8,295
24692,65,29,220
18491,52,30,315
72817,47,50,420
90746,35,48,38
74850,8,3,362
71549,36,49,33
74716,22,22,294
86635,23,28,68
16061,43,46,78
28701,17,28,267
94428,5,22,336
53111,67,17,93
74138,64,17,266
54199,37,19,104
71884,44,47,305
44982,21,49,51
99305,53,10,26
61241,43,18,387
43461,13,26,116
52578,10,19,382
27045,18,21,148
9561,12,37,290
21482,47,9,192
78374,72,26,105
72835,40,12,386
9478,45,42,349
65096,53,21,244
11095,66,38,271
27214,63,29,98
56208,53,27,189
56178,57,4,45
56163,53,16,398
80073,41,16,99
73518,17,45,52
5907,13,32,406
15270,60,21,120
96364,5,36,155
64337,29,22,389
33206,29,44,313
5685,29,36,140
28389,36,7,211
85276,16,4,139
54743,8,43,434
34382,20,18,388
75246,66,20,215
3402,72,29,435
97637,36,38,231
34546,21,13,147
25723,50,3,100
64247,19,2,404
56741,14,21,336
57640,63,45,40
28661,68,12,116
84377,8,7,29
51689,10,36,396
52900,5,32,208
72869,34,5,203
84202,33,24,361
67364,6,43,85
98231,22,8,272
5920,23,3,96
29553,31,34,29
79250,9,35,178
79740,45,11,178
92948,48,32,25
34726,6,28,245
78091,44,11,100
52562,24,31,406
39764,45,3,327
98953,31,1,51
5422,6,41,54
33686,50,5,33
58154,21,17,164
8210,29,43,327
62617,73,44,419
4742,23,15,221
12822,18,34,269
78811,14,1,193
4961,66,38,153
62254,18,28,141
42742,65,46,307
88374,46,46,253
89509,53,28,192
76612,69,17,283
19884,7,41,53
25441,24,23,99
54422,17,47,55
4014,24,3,203
61828,42,27,358
19722,37,26,412
19726,6,24,386
8130,56,49,289
59939,11,20,182
40738,36,30,146
9543,64,15,83
3231,20,37,43
60555,12,37,167
12848,49,13,40
31567,62,1,450
65050,34,46,113
72913,10,3,93
63046,63,37,427
77735,48,13,359
97706,25,38,419
68109,72,38,237
35558,75,29,210
42936,65,16,156
21954,58,42,170
45983,69,26,369
95097,45,41,386
56589,56,13,400
66550,70,12,449
58100,49,9,355
97377,47,19,97
37484,72,6,417
72495,34,13,200
72734,34,6,68
53311,10,29,371
34649,15,5,297
16604,34,46,264
85483,53,43,154
45083,65,9,144
49778,13,22,133
99357,20,22,340
53778,17,25,401
25290,65,40,158
36673,11,5,437
19212,7,9,290
77160,38,22,152
15789,35,33,317
79923,56,3,88
56398,28,43,382
30754,18,37,424
26348,59,31,50
89601,20,18,438
85392,50,10,268
56912,10,50,358
87122,45,15,145
25492,50,27,270
55404,62,21,95
71839,39,33,400
85250,49,11,390
24335,10,6,452
90314,70,3,57
86526,75,25,153
32658,10,33,170
32840,66,46,190
30827,68,28,186
46487,72,4,155
56601,53,27,180
99375,13,15,269
95900,42,15,115
38436,9,21,124
13882,17,7,395
62244,13,16,347
67442,16,13,405
62375,21,23,245
42694,32,10,367
70547,27,28,166
95622,75,8,164
49418,58,36,166
49470,21,39,398
46235,59,15,60
51898,9,13,62
39527,12,20,167
27777,41,48,336
60782,34,16,437
24979,62,4,368
8133,42,10,208
47300,49,35,308
95361,44,20,68
9566,60,29,203
37488,31,8,421
74840,71,35,21
16695,52,35,21
18874,5,29,296
55043,8,48,417
77474,42,49,132
9203,18,4,88
72378,47,26,158
62701,41,43,159
91003,41,35,310
64194,25,11,358
14339,21,26,238
77860,59,24,298
47627,70,17,346
3936,59,10,219
26004,20,34,97
35900,25,11,311
45498,37,22,374
33823,62,35,89
32888,67,48,241
8717,45,38,103
17394,23,10,201
49486,9,2,166
78903,29,47,185
59121,38,26,84
93390,74,49,444
19391,36,44,445
56709,61,12,198
73749,72,12,309
36929,55,17,431
4981,47,46,457
66779,59,49,59
81098,41,1,20
73703,55,19,191
63085,28,17,167
46697,66,6,45
71231,33,4,48
43146,15,18,293
57556,48,29,373
85709,22,43,284
70840,70,20,86
37749,60,2,378
55814,6,21,403
4357,38,19,343
1865,73,16,134
62153,36,43,155
82727,28,50,459
9295,47,48,228
42183,5,50,368
31769,48,8,322
79491,48,40,235
72267,48,3,250
85649,15,2,208
26498,65,18,457
44469,45,24,177
28787,36,8,109
59096,35,2,214
93490,65,24,454
2101,44,41,28
47149,36,15,345
33123,54,2,230
94668,44,11,343
38882,65,17,379
68051,31,45,268
34758,34,8,92
58987,23,46,283
25487,58,16,81
10593,25,37,355
7480,54,10,191
97940,45,34,435
79330,13,30,204
72255,39,40,428
82365,11,45,302
83540,59,5,51
2464,13,22,198
31277,10,18,132
57988,46,47,181
58724,17,20,446
75291,58,26,153
31786,67,46,183
16843,10,13,312
50754,70,48,126
38399,38,26,429
51397,43,43,53
20676,18,22,131
63,59,37,99
16160,9,48,317
30361,73,27,166
62870,49,10,228
41104,8,31,151
82599,10,35,435
29040,53,18,277
4513,30,32,395
294,54,26,306
76060,49,30,383
81517,62,34,240
39978,15,4,332
5846,34,34,215
95580,22,7,350
26442,35,37,440
9346,37,5,230
84157,22,42,42
68159,65,16,311
61941,57,36,192
28167,12,36,148
19691,75,46,164
52328,10,16,168
68845,26,13,272
14819,39,13,329
95807,33,35,156
83805,11,48,207
77181,35,35,168
1932,21,6,197
98254,68,13,85
95662,34,42,179
32914,41,24,426
27042,70,3,410
8591,16,34,131
56466,69,42,159
28576,53,7,177
16992,73,4,195
55677,74,45,44
71117,13,48,273
24158,27,13,460
78652,35,11,168
97981,17,1,352
27858,15,7,391
62449,34,26,369
26805,61,20,194
16355,33,30,52
76513,33,25,225
68173,36,33,377
91666,63,3,258
71005,31,16,376
54133,59,21,48
36611,48,4,24
90484,72,48,191
42191,68,11,109
27735,45,30,120
17368,15,13,243
25684,9,1,59
71317,34,19,261
78002,5,48,337
39822,37,41,150
94579,45,23,275
49041,67,39,239
35378,29,3,422
78090,9,13,217
57397,7,43,256
50332,69,31,379
93716,11,47,374
50075,67,11,146
50910,55,14,425
80674,54,18,215
35976,32,4,87
66931,49,29,266
59340,54,35,390
27590,29,24,388
14423,63,43,328
75835,62,48,187
51072,28,23,121
40428,51,34,288
5503,27,37,137
83635,58,22,159
85620,43,18,375
32477,15,45,207
90965,30,45,446
86102,43,36,64
5155,67,17,195
1947,46,8,279
90557,74,37,197
62633,49,18,250
