Store,Container_404,Bad_Subs,Manual_Pick
89808,48,28,87
95636,30,10,170
95514,74,43,200
12853,33,23,8
48141,24,4,76
12195,12,16,66
87206,75,11,67
87233,46,36,118
793,12,50,200
29602,35,31,50
13383,62,7,121
71995,20,48,197
44146,18,47,123
90039,57,5,37
61019,75,4,163
73605,64,29,192
2929,20,50,200
68675,9,34,138
58444,12,7,70
14630,62,6,59
32419,19,4,77
71884,62,43,47
69858,13,7,81
99232,55,4,132
52670,12,22,133
29560,64,32,186
31416,34,33,200
74230,11,34,34
49790,4,21,158
7415,63,7,78
12791,35,14,38
82665,43,28,35
24190,46,42,62
42491,72,19,60
6131,60,5,96
59200,72,32,42
48288,17,44,17
87052,6,41,176
6900,70,29,80
49676,3,50,45
52845,39,40,80
35232,9,47,82
48275,19,30,126
4778,50,6,61
54281,18,39,175
69302,25,9,131
42344,50,13,127
47957,28,14,92
31164,29,34,187
64284,19,36,173
384,17,20,57
79635,5,32,140
41014,38,6,88
26160,37,27,31
57404,46,20,4
18232,8,15,106
71732,13,15,108
91189,56,40,107
57453,55,2,54
20367,58,25,160
69237,3,40,66
92912,38,17,26
43060,64,13,100
54964,26,11,173
85277,73,31,12
61737,17,22,99
92066,73,28,173
5123,48,43,177
92554,51,39,159
96186,44,32,154
18990,42,49,29
97249,30,17,24
29463,65,9,178
5811,11,2,79
17008,12,5,55
73308,64,24,117
78215,16,31,81
6874,53,28,61
66101,3,47,118
2561,5,5,182
97739,38,25,68
83985,33,50,121
22278,49,20,116
54998,47,50,97
45975,48,39,6
14608,48,13,64
80353,30,10,185
88659,41,22,95
40910,21,35,51
24758,34,36,191
94154,56,22,14
62907,22,34,93
32719,37,23,64
89667,40,49,133
60526,71,28,134
12279,8,17,127
63846,16,10,15
2437,5,14,54
15206,49,32,55
80651,18,49,199
6716,57,3,88
99058,56,22,187
47332,51,44,139
58649,3,17,62
67723,61,40,123
73457,31,11,4
2680,17,10,166
32549,23,40,91
45348,73,1,82
76352,64,24,25
52413,12,20,60
34536,60,16,147
17403,8,19,195
98851,33,2,156
55841,49,26,163
82999,68,30,126
3911,5,50,70
80452,10,13,52
41939,13,46,78
56511,39,8,60
97368,31,1,90
10461,7,9,40
49979,45,32,95
58110,17,8,6
34313,16,8,116
17512,4,9,98
35171,57,23,18
80642,66,44,124
48026,42,4,71
42702,34,13,191
853,63,29,119
64370,22,21,152
99332,46,10,125
13714,66,3,146
21896,28,37,13
63087,36,22,175
66305,51,3,102
1171,55,42,197
23243,11,14,115
96911,42,4,94
79524,19,19,77
64823,28,8,24
85906,39,4,101
19208,74,49,17
41200,58,22,25
88479,32,37,110
48012,48,25,198
29485,1,9,81
30622,54,50,115
20979,59,27,155
5648,45,38,18
11140,13,48,105
96419,61,32,25
12832,64,23,122
99998,34,2,100
67622,49,6,152
7146,21,32,110
18429,35,49,195
9007,70,31,102
97647,54,42,133
27709,20,30,35
97089,64,20,191
38764,46,38,59
18374,30,19,60
20557,62,18,25
20721,57,18,3
10780,48,21,200
80735,36,37,111
3316,15,18,97
93157,39,25,186
6604,61,2,199
92190,2,28,158
13461,52,25,168
3982,18,27,198
59538,69,7,37
54549,9,41,195
22678,22,34,31
76497,32,40,152
5222,51,31,113
86747,74,49,59
58185,39,19,185
98056,31,39,87
41356,65,19,36
25169,72,24,20
17337,55,7,102
97259,71,44,135
2872,74,9,195
45688,66,3,17
9659,9,30,71
96187,72,24,59
5281,69,11,10
73922,65,35,149
79370,15,22,116
91563,18,7,35
86231,54,43,64
76354,8,11,80
51707,31,35,84
56336,63,14,143
86368,36,40,63
19838,64,39,45
32090,60,24,144
72468,64,23,121
98648,64,21,178
4925,17,42,94
22425,69,36,16
34237,52,21,124
77521,22,38,115
71398,32,4,112
36119,3,19,194
39119,15,1,119
19712,68,19,12
77846,60,46,120
26548,3,32,8
32975,1,10,127
47504,14,38,154
47255,13,26,40
74986,55,13,179
46076,52,35,118
8684,60,42,128
31810,61,11,58
29718,52,40,161
55343,16,34,155
79516,12,29,179
1072,17,20,124
32818,48,40,71
12306,21,6,97
99707,22,6,91
3456,52,33,114
77346,6,40,129
26681,16,10,102
19621,22,34,55
815,19,7,61
46180,57,24,130
7714,29,27,162
99537,45,41,187
74427,22,49,162
19600,35,33,105
25966,27,30,55
47842,32,11,10
24166,6,22,159
51423,42,49,67
55363,43,47,32
32519,54,39,22
75260,14,26,184
6501,13,50,153
64233,46,21,74
12152,22,33,106
91681,51,8,193
65761,10,26,83
64128,3,26,138
51500,10,9,86
25037,71,28,80
93229,53,35,82
5819,72,6,24
43422,45,38,117
84041,15,10,104
8672,51,37,150
76368,41,44,169
71032,18,4,57
3037,47,20,127
99770,50,20,52
43151,21,8,3
67532,9,18,88
82718,66,6,85
46044,43,12,8
4593,50,6,155
15538,36,5,26
52831,5,19,109
83302,26,23,154
37911,7,21,47
35609,23,32,95
30695,16,48,54
67955,48,11,38
4131,28,14,150
5278,39,30,83
80076,35,39,145
58435,9,43,19
37847,66,1,60
50711,36,38,102
52405,66,40,120
73103,11,22,27
43829,37,10,190
63343,68,15,137
53750,31,17,91
61906,18,3,3
87822,13,32,22
75030,55,48,104
24360,16,27,4
48234,34,43,160
79987,7,27,149
81699,66,7,43
67674,51,30,78
7455,8,27,168
71319,30,27,108
93464,74,17,19
90878,70,6,38
58097,21,38,115
69500,26,36,164
20149,71,6,37
40429,32,6,105
54602,8,4,91
82470,20,42,175
65387,55,18,44
74880,36,8,17
77949,63,5,98
94351,19,50,105
44095,22,27,182
60790,60,6,184
44304,72,31,111
31074,26,23,117
70863,60,41,145
49765,7,46,17
84239,36,40,65
19333,28,38,8
94309,49,48,106
63829,46,48,73
60818,69,5,66
31958,47,26,51
76133,8,24,61
11606,9,16,70
98246,33,42,74
10425,33,40,20
82217,17,2,134
3418,36,19,5
50148,5,28,83
80000,22,8,183
98075,13,16,186
60355,11,12,68
13170,13,34,108
93031,19,24,71
26911,67,46,196
57763,65,43,134
34100,1,26,121
2493,75,27,137
1144,64,46,19
56114,39,18,28
66251,60,27,177
10652,28,19,132
98795,74,15,185
57525,41,43,92
82796,7,50,16
82186,32,21,20
60367,46,1,49
11051,15,45,105
4983,50,33,137
49746,48,37,115
40622,18,12,200
68102,20,42,187
72273,45,25,131
80641,14,40,59
18729,9,19,12
79075,1,41,103
53187,51,33,179
32613,69,20,23
79187,6,36,83
60758,2,11,41
88503,35,11,46
46597,1,31,25
96938,6,24,160
55742,43,30,38
64573,65,9,80
16346,15,20,157
17212,21,17,39
44737,26,45,33
54419,68,28,24
38787,26,12,49
89157,19,12,183
2993,8,13,127
53523,1,9,73
91872,1,45,131
26559,53,29,2
55537,32,46,22
82907,31,19,80
6172,48,40,143
93827,25,45,149
47089,8,4,107
9962,71,4,120
1281,59,12,138
58486,74,18,57
18076,57,34,112
59147,41,24,70
92379,54,2,20
74145,56,41,24
30359,75,33,77
66089,28,31,101
26434,66,50,45
38567,56,47,8
33063,47,29,190
77121,13,46,12
947,6,35,129
35347,53,44,45
41007,45,31,188
30893,47,28,192
50079,64,26,146
79238,14,21,153
86115,17,48,125
29941,45,21,35
81363,3,48,20
89339,47,49,126
1082,74,10,170
28670,74,25,55
82129,37,25,12
66414,25,31,29
87346,31,8,179
9116,40,35,119
61102,23,47,117
84431,40,37,105
57265,9,40,95
75811,7,6,43
17779,2,48,154
97512,4,14,95
43496,71,11,133
57025,44,50,95
92078,56,37,128
32414,18,4,191
55389,70,25,106
7047,71,38,76
80549,12,44,188
53093,54,48,96
46675,61,21,188
22835,73,1,79
70338,9,14,81
27626,11,38,148
22086,43,38,33
61986,19,36,131
55978,75,31,50
1158,57,42,200
59374,52,26,93
8293,22,9,165
60773,31,24,59
10467,20,12,122
82624,15,15,143
96544,25,24,157
40923,9,41,79
80544,40,11,11
8280,39,39,146
78658,40,27,135
85709,64,14,41
5434,59,40,127
2148,67,31,105
60312,31,13,23
31652,4,45,177
63891,56,13,64
10524,16,6,1
18662,75,13,115
40818,2,1,28
79331,1,8,116
38287,35,5,178
96809,43,2,138
25780,68,24,153
80877,49,36,12
37902,7,6,131
21127,68,43,177
81370,57,48,70
85487,24,27,41
50458,27,45,167
20522,46,20,122
16907,68,27,79
61009,69,49,164
93471,13,50,170
36450,47,38,45
46166,26,13,29
75398,7,1,87
79722,55,9,200
13782,15,45,173
48118,44,12,75
98807,31,36,164
87560,51,6,120
39937,62,8,109
99083,25,26,125
93102,32,41,14
11958,61,42,62
93570,19,34,43
99093,6,42,103
4707,71,47,159
46151,15,17,96
61600,55,46,62
96360,15,29,132
4593,24,12,198
39108,12,42,94
37911,32,47,145
79373,7,13,7
90893,17,14,132
50835,30,34,155
52096,32,42,144
62224,63,4,41
95703,3,43,74
80369,41,20,71
35468,40,17,30
30361,30,14,129
70353,37,10,162
54597,57,32,145
15326,13,35,14
1745,19,40,196
24664,20,14,148
50561,56,21,79
10076,55,16,188
54064,45,19,137
49525,18,45,105
73585,20,15,125
27194,51,39,96
43002,48,27,176
32231,6,14,133
60878,69,9,15
17003,2,44,80
97962,45,8,157
42419,5,25,198
78350,70,35,198
92548,55,1,198
91380,62,31,143
43305,32,27,63
41224,3,38,197
38572,65,21,158
73945,43,2,133
51450,2,41,123
50312,46,35,87
30728,6,40,196
98653,45,46,125
13279,36,9,64
7779,49,32,194
36860,29,5,17
39858,52,3,114
31111,18,30,116
71728,58,36,77
32826,46,1,185
36235,46,7,182
13356,59,31,163
35110,17,11,200
58223,54,30,108
50422,74,5,7
75629,50,39,32
76356,48,20,134
63095,59,47,196
8387,6,37,109
93067,18,40,163
17444,55,21,21
66821,53,3,127
91941,13,2,164
24210,19,5,102
419,33,24,106
27974,39,26,3
11070,41,40,165
63699,31,42,111
66155,1,41,30
72862,4,45,152
40796,48,2,28
65186,6,22,79
7703,71,40,80
9916,67,28,78
85528,34,34,133
15650,64,33,28
76092,49,39,33
61073,20,50,56
39543,20,39,182
69069,70,1,51
34289,22,49,155
33980,33,29,180
57932,21,43,44
71037,48,34,66
93045,60,39,44
23924,61,46,157
90556,1,10,197
19777,65,38,33
90137,6,33,80
73645,26,34,141
64754,73,28,63
79025,58,4,6
12173,52,2,127
95547,59,49,102
36520,24,40,144
14354,58,19,80
91679,67,9,10
21655,40,6,175
45984,14,11,88
91657,73,15,172
72991,55,42,187
81422,57,7,189
75119,1,38,26
19272,43,10,104
98710,74,32,80
51470,46,33,106
64135,50,9,75
57091,63,20,53
44664,50,16,85
35583,36,41,40
61280,52,10,112
41412,37,50,5
42728,62,25,133
31390,10,27,18
13399,74,39,45
38694,24,20,108
94145,33,40,104
23332,41,8,190
11839,72,30,57
31399,5,35,135
18594,74,3,97
57984,18,1,146
78808,51,17,96
4145,2,26,105
20644,72,34,89
75208,2,2,30
20330,32,3,60
72098,52,8,187
10987,72,33,59
17963,20,17,58
22442,34,42,153
28123,63,34,4
17746,9,31,6
39842,54,6,97
75535,64,28,186
47200,37,46,157
25435,13,34,161
18968,34,30,197
61840,58,37,17
39269,10,25,187
41157,42,37,31
441,39,11,191
17095,30,17,122
32600,70,31,99
54737,73,40,130
38487,10,30,169
56071,15,21,116
25425,25,2,13
62608,50,13,126
92765,1,36,166
78720,42,8,122
36323,21,18,11
61295,5,34,102
46392,12,33,25
25734,43,46,166
33394,19,23,46
83090,54,3,33
28241,3,8,62
18750,2,49,2
62775,12,15,76
27315,17,50,84
29925,1,25,4
8689,17,37,183
74876,8,22,53
42185,38,45,72
62789,32,41,75
59584,75,9,8
74194,25,48,15
1092,8,14,181
29463,33,14,159
76834,42,25,77
49273,13,2,41
53974,16,1,120
27889,18,12,37
99527,19,30,199
21376,40,22,156
46966,31,44,136
31607,22,27,184
68971,17,32,30
64040,16,44,93
60895,43,12,112
96986,45,31,180
77998,48,29,162
54740,38,13,172
98495,71,21,17
1093,11,14,33
9734,20,38,159
6744,4,7,138
75740,7,32,46
5568,70,29,156
34873,5,15,18
69546,14,34,70
35456,31,22,58
18001,37,37,10
15727,62,50,120
94005,6,41,98
92095,73,21,43
86845,8,31,20
39091,52,45,85
37348,51,44,66
19088,51,46,20
36149,50,35,95
24422,68,39,102
43269,2,23,139
75785,50,17,147
69585,40,21,54
10349,8,13,90
57551,12,34,122
71545,33,16,177
44694,22,50,14
70283,34,2,109
96917,18,26,120
10519,54,47,129
32357,30,3,100
61392,57,3,180
49159,43,18,58
93012,68,15,158
52461,71,49,178
42617,40,44,67
20224,17,21,47
92187,33,12,74
54383,58,18,158
59867,63,23,77
6045,24,10,198
21509,26,21,45
90352,70,7,96
10682,31,45,86
14788,21,46,154
10429,54,48,10
12237,15,38,31
34081,52,18,120
87738,17,1,83
69570,32,25,43
17554,30,27,166
90261,45,18,15
31684,68,7,141
5322,69,25,141
84943,65,5,109
80619,56,25,92
15612,70,15,71
58567,28,16,27
4258,49,19,1
91321,45,25,6
9193,43,35,130
5771,73,34,157
71528,61,4,164
53754,24,35,66
121,63,1,188
21121,58,32,152
71877,7,43,24
94221,8,35,90
92027,56,43,63
76653,23,20,180
55589,43,27,140
8854,64,18,97
18929,75,49,12
50858,9,25,115
55390,39,11,50
85786,65,11,56
49319,18,7,86
60075,29,46,194
59375,42,36,68
70836,59,47,45
77683,17,1,45
73271,26,47,180
69595,66,36,199
9057,75,42,4
77898,67,49,19
16953,25,49,40
48078,46,6,181
73684,71,10,113
59776,51,16,105
48968,32,27,91
22486,61,16,198
5448,16,48,90
21105,24,39,96
41602,3,25,175
53260,14,3,192
39561,29,28,124
53155,39,3,200
84385,73,46,196
20483,26,47,24
32849,34,28,167
81638,58,26,55
10305,55,7,84
92576,62,2,146
48233,35,37,55
97887,57,18,30
83169,66,15,34
71871,53,31,123
19461,12,4,95
41124,60,11,22
43232,18,40,109
31152,25,31,14
74944,57,16,36
2143,11,32,130
79701,73,32,175
92853,45,21,117
83152,9,9,7
72864,51,47,49
7361,28,15,11
34721,39,35,101
63552,46,31,192
5677,36,43,105
86542,55,5,22
19908,6,17,136
63869,38,36,54
29412,27,9,58
14161,70,3,108
94414,53,11,158
89611,32,28,6
71966,4,22,175
65581,47,22,132
47225,2,20,102
86987,18,49,24
43367,57,19,24
986,48,21,78
3445,11,49,93
87088,65,44,195
49870,67,4,73
65425,39,49,50
53231,73,32,119
89224,2,31,154
84069,45,49,100
52292,40,43,106
3344,49,42,30
64689,54,36,196
78315,58,37,159
37409,69,42,122
47434,26,23,51
43279,62,33,95
83043,56,12,65
32420,69,20,13
89645,20,34,184
13631,70,26,135
97534,25,35,156
85191,66,20,144
23716,30,14,189
60784,62,43,132
23601,18,42,117
30655,8,22,45
67467,43,7,83
80803,7,4,55
24611,73,9,153
46830,42,20,36
62923,11,14,191
62647,14,12,173
28960,52,27,197
50729,43,6,189
98022,43,49,119
97348,6,15,127
534,49,37,142
87650,19,37,185
97655,44,20,8
31580,4,14,124
30852,8,10,158
5143,7,27,194
83497,20,28,108
72402,57,26,158
95928,64,43,85
97542,67,44,195
72623,69,43,13
79755,62,35,199
76198,55,48,161
18107,71,26,19
76203,47,38,38
16875,40,40,28
10499,41,14,112
99274,23,33,36
71665,37,42,8
78813,35,34,28
7876,2,33,191
66172,15,14,122
98363,21,20,85
31630,35,41,119
59306,32,5,41
88759,40,49,55
33889,59,12,72
96333,38,31,64
72566,24,28,35
82065,24,12,103
47649,70,45,25
84998,36,20,172
97857,60,15,19
72669,72,20,198
43823,17,46,7
90094,56,20,35
87602,4,6,27
56469,9,32,80
34548,59,26,50
26165,19,25,163
15519,29,48,198
11225,35,6,40
92731,50,7,137
64106,3,19,146
21424,26,39,60
60636,58,15,76
8487,68,46,15
52842,63,6,173
79559,70,44,92
35741,19,22,62
53321,63,5,53
30942,55,36,160
85263,70,3,195
40296,20,17,190
62593,41,49,104
92276,31,45,126
77252,65,12,86
54470,37,44,24
37132,11,16,21
18461,69,14,157
14992,59,26,198
53063,30,28,148
38193,22,2,151
41625,39,30,76
39279,58,42,52
48722,73,15,187
87141,19,19,18
85496,51,15,21
20070,28,42,1
61384,33,17,134
26404,23,19,27
20345,57,19,127
20783,5,45,134
93336,38,15,77
11257,67,32,144
30470,75,31,87
21349,2,50,70
13760,47,22,178
14325,66,28,77
4359,48,16,71
60962,35,11,156
94265,27,30,187
21118,25,49,182
29593,9,8,79
36388,55,43,87
58579,47,13,74
800,47,42,180
38187,31,47,68
4645,18,44,125
47736,4,40,64
62064,71,36,161
94948,18,24,140
51690,24,29,159
60755,69,49,53
40244,68,41,143
744,64,22,128
97973,23,35,149
33660,60,30,105
84817,31,21,17
76530,56,50,144
84360,60,18,45
51796,29,32,14
69106,19,19,42
82751,3,2,54
94733,4,4,81
65228,60,42,8
9052,24,25,150
69173,73,21,178
47989,52,24,106
8826,43,9,181
69810,16,31,102
19205,33,12,123
15667,4,2,120
34822,52,3,47
750,13,5,101
576,75,11,139
34123,47,17,34
44312,25,33,179
7280,46,8,32
25825,34,48,156
50009,47,31,118
59835,9,25,169
55477,22,35,109
18902,53,14,4
39816,58,29,191
99671,54,19,29
7381,72,6,25
12172,75,40,126
86936,2,17,144
68459,28,8,100
21524,72,45,29
60908,71,38,42
26235,28,13,94
99410,12,43,107
96424,67,31,36
5455,59,35,72
38743,31,10,150
64394,46,30,109
66177,74,49,102
87598,23,3,58
85614,29,29,71
16787,15,44,185
15295,8,17,107
11899,73,28,186
27939,61,47,139
57660,3,21,3
4649,65,3,29
57737,62,1,107
27394,55,38,106
4399,8,47,150
1775,54,32,113
999,44,39,183
36363,24,28,186
20096,55,32,115
6355,75,20,159
4086,40,30,28
82177,26,7,125
15273,43,46,10
27183,43,15,166
59768,48,34,97
39434,72,16,82
29239,73,20,77
17081,45,30,96
37749,51,4,118
41312,55,4,179
7279,5,13,10
42182,70,40,66
87184,28,7,125
55699,57,19,108
22218,66,13,190
14897,17,2,193
45153,73,21,190
8179,55,5,24
32672,33,31,14
3957,25,28,184
60158,42,28,114
67923,17,43,171
17916,29,40,76
72695,72,49,6
12668,19,48,189
60255,14,13,170
37639,60,23,98
88829,12,1,20
98389,30,19,85
17214,24,38,115
90706,62,31,87
75158,11,6,195
49553,52,23,28
1652,26,32,150
39208,64,12,26
56455,60,2,57
38836,35,27,146
59392,66,20,67
79282,61,21,5
58450,32,39,21
70440,12,37,33
57064,39,45,193
85914,6,1,171
68416,35,27,99
77602,5,44,93
25654,42,38,130
68034,16,5,58
50832,43,44,113
44509,56,38,191
40406,2,11,35
28311,62,50,87
84312,15,5,114
53285,45,20,56
44967,43,2,89
77495,27,48,167
78625,60,38,155
68594,15,49,27
40068,1,15,149
39529,3,35,84
23068,72,41,2
19724,40,4,23
27972,13,12,143
87316,57,45,137
13824,20,11,99
67448,42,30,144
89999,12,5,153
41925,10,50,34
55798,75,24,126
41321,43,32,39
59583,7,29,9
26910,30,46,132
78378,51,24,146
77929,64,19,59
52121,24,49,89
3261,42,10,142
20192,41,13,129
97758,8,17,20
89683,40,1,63
16724,10,28,24
16665,8,41,43
2367,39,32,139
21124,14,9,155
46999,45,36,99
59914,45,25,177
85237,32,38,71
49260,3,12,90
46817,43,16,145
59949,60,32,95
39681,40,25,48
35840,39,2,65
24644,59,39,157
58853,62,34,113
99772,35,6,161
8574,50,14,69
35279,22,25,141
27642,18,43,168
33080,19,24,134
46253,71,26,48
33160,43,30,185
10146,27,49,41
98611,42,22,20
76199,53,49,71
22728,53,34,172
23611,49,48,124
91102,67,29,157
61545,63,30,155
78254,58,38,76
9765,20,2,97
87427,11,25,57
61567,22,20,13
85293,46,35,137
51598,30,8,181
77607,47,50,192
62467,7,34,106
44895,42,44,132
37585,58,11,178
6869,2,38,68
44218,75,43,142
97278,8,22,135
69980,51,29,168
19356,46,6,67
85201,46,3,52
92033,5,18,41
73304,61,35,42
61291,47,2,157
507,30,30,26
33077,62,11,191
94186,50,8,71
15682,13,37,140
48042,59,28,1
54730,18,41,102
64759,22,7,179
41919,6,2,112
10286,4,11,51
24888,42,11,139
76370,23,33,111
30537,61,19,102
67770,10,23,80
78180,25,37,148
88296,18,23,159
65835,69,15,167
6082,42,21,119
26965,61,35,127
29,68,4,165
56002,70,4,195
69221,41,5,172
27091,18,24,75
23089,18,20,61
89846,53,36,121
35957,37,10,104
17943,68,45,93
65306,31,7,45
98358,37,11,79
59887,21,45,16
24889,49,37,19
