Store,Container_404,Bad_Subs,Nil_Pick
84876,42,20,200
82654,46,14,429
713,72,1,94
7606,46,14,327
9801,62,33,108
48650,59,37,117
35420,67,21,188
17001,65,43,160
90102,2,28,106
55415,7,28,96
59367,58,5,273
10400,28,35,365
48989,31,4,271
41547,34,34,10
86462,40,36,193
1264,15,46,128
74762,24,16,289
90075,41,39,429
32272,75,1,440
47637,70,28,384
72482,12,29,151
97525,32,21,22
52596,62,47,337
80250,4,6,279
85649,73,7,220
18111,63,20,246
47169,43,10,73
55548,66,2,75
63139,33,44,153
4910,53,6,180
76602,65,45,185
34645,27,5,297
7529,26,47,361
66675,38,27,40
76979,45,2,233
48825,18,18,300
14979,27,23,148
20269,9,31,180
90548,36,25,329
97875,5,23,184
21814,19,13,293
26453,44,24,400
61328,9,38,243
35129,72,32,432
61402,60,46,148
24973,58,8,140
59988,72,34,427
73446,64,5,218
98955,23,50,27
5516,62,36,146
16207,33,36,184
16840,43,33,164
71628,21,47,291
82780,60,2,378
23002,62,6,61
432,51,4,442
70534,19,39,142
93819,41,8,424
5584,34,12,181
83044,41,20,82
75114,44,10,74
94184,40,11,10
54133,66,31,445
65098,43,3,403
52144,61,19,184
64676,69,36,412
94792,41,41,67
52993,65,22,242
74480,58,20,323
95943,43,29,402
55370,69,50,125
41830,68,7,406
18407,67,18,440
93609,13,46,24
29367,26,33,235
39289,49,19,185
70841,70,26,77
52733,53,33,332
83085,54,25,192
72701,54,38,154
71059,19,15,93
6677,67,47,26
20729,12,38,225
14693,59,49,325
68282,31,43,441
85881,68,29,336
98535,25,9,81
56168,75,47,250
41962,44,37,301
83294,61,21,24
78755,36,5,152
13221,25,10,164
11064,18,48,173
22476,41,26,301
9538,47,48,383
26593,68,19,129
95527,14,40,127
91546,34,42,333
9492,17,19,415
88405,10,43,376
97833,12,13,160
61724,63,41,362
49346,8,39,83
64648,68,38,83
59969,68,17,385
15598,12,27,282
53568,14,48,226
97869,30,20,18
56382,27,36,399
78167,66,43,73
37360,24,47,143
40560,55,42,309
14186,48,8,319
36870,37,1,299
97774,71,2,346
97685,11,42,184
10462,17,32,112
68133,48,43,191
87517,21,11,128
35434,61,40,341
29572,30,13,86
39576,10,25,250
2477,34,16,237
19982,24,30,373
48375,67,24,206
89975,66,8,205
57141,6,20,65
72267,51,39,49
54179,24,42,83
93442,54,44,164
79746,14,24,444
67907,59,44,342
21030,57,19,338
42613,54,4,436
44765,14,48,127
54741,54,36,228
71407,8,27,22
21932,68,14,295
36759,31,6,306
62570,72,40,146
32545,50,32,435
54519,22,47,166
98207,67,47,220
38458,8,4,372
97465,27,25,353
74288,46,33,243
80915,61,44,133
73862,26,19,84
46945,3,5,379
22937,16,38,176
60838,18,1,256
95635,72,8,293
54686,42,47,155
4066,71,2,426
9099,21,9,193
99472,48,39,414
3943,19,23,244
73655,4,34,43
18758,26,38,252
45477,8,30,401
93863,51,8,110
75733,56,24,152
7667,73,29,119
20117,34,18,110
93813,9,5,189
11027,11,38,286
39731,26,8,227
29911,60,40,57
48945,46,50,14
70181,73,31,218
18718,41,24,56
97045,30,40,292
48110,4,39,16
28976,11,27,121
98676,70,38,442
88098,50,42,387
86714,58,37,384
32201,13,14,74
71335,51,37,391
84,6,19,178
56989,14,33,198
24745,43,50,152
14264,12,1,269
77135,14,23,190
84693,2,10,98
55668,61,5,284
35501,55,47,175
61560,35,30,279
33689,67,29,307
36444,61,32,309
71956,45,36,322
3017,47,27,356
85267,47,21,441
31281,31,26,377
81516,23,24,260
80437,22,13,198
16238,51,46,42
46406,48,32,37
45084,57,22,417
15418,2,16,164
47218,71,42,384
11259,39,23,401
68166,53,50,79
78963,25,21,176
21345,51,21,393
3725,41,1,330
72357,19,2,129
13695,31,28,214
1532,36,34,185
97071,47,17,77
72276,49,19,291
28848,24,40,439
26824,53,29,209
45312,68,5,434
1128,39,20,39
55859,72,13,269
47108,18,17,140
89415,46,39,172
96159,72,41,414
30629,33,24,34
50191,30,6,195
11750,24,8,328
86213,29,5,273
5960,26,33,448
85199,15,5,57
17780,53,34,248
1240,48,6,222
95816,19,40,456
24843,14,50,120
2062,38,39,77
54429,14,6,308
54412,25,16,265
51672,50,11,333
52359,72,41,204
61663,43,39,349
31402,72,29,310
31827,17,29,313
6278,32,16,271
43342,48,1,409
59198,5,13,253
31195,37,4,229
90410,46,10,277
47120,60,28,303
1566,68,9,100
43377,6,47,251
74,63,35,101
27555,53,48,123
44898,52,50,308
32072,72,19,54
64566,75,46,422
24017,35,17,452
1318,58,1,178
3574,35,14,321
58192,59,25,217
55503,10,26,429
22767,8,15,232
73402,43,42,285
37692,60,5,310
96240,62,1,109
62743,30,29,113
32140,47,24,14
76794,21,31,102
25456,54,37,177
34249,24,20,209
19934,22,13,31
27138,63,43,275
67253,46,28,348
20605,75,21,381
19828,34,39,162
72215,14,19,260
26441,67,20,273
88775,70,3,195
35759,57,15,394
82696,12,48,319
25013,50,32,88
21440,42,19,183
55652,20,36,82
20004,46,38,275
2083,16,36,312
67858,37,34,302
3768,18,17,156
40841,33,40,258
90304,6,22,55
50013,11,13,214
18583,58,33,128
72376,43,42,116
47511,41,32,57
96055,71,14,147
60228,48,17,246
83050,43,39,217
82236,24,31,297
39320,2,5,370
2758,27,15,422
13822,7,24,100
11679,54,35,26
32105,26,22,282
72048,58,11,136
86655,15,2,250
9271,37,43,276
18071,22,30,348
34410,42,4,214
74216,16,17,128
12768,74,3,106
4544,45,50,313
80890,68,12,86
20027,71,21,339
96299,54,34,329
93098,57,42,421
21564,45,35,160
8433,66,40,422
18367,39,11,185
3399,67,44,245
71551,46,36,38
69241,52,1,444
42874,30,2,454
92756,16,38,27
96115,47,18,242
43778,1,14,398
47347,38,33,304
26794,8,33,63
49535,31,21,261
73546,33,4,96
28245,70,48,154
91881,69,9,48
25648,52,39,255
34573,42,23,43
69535,16,43,372
51819,34,43,169
22647,44,33,252
99853,38,15,389
23745,40,33,155
92642,52,20,446
33149,36,41,259
2832,69,18,246
91262,46,7,297
98959,14,37,450
98867,63,48,278
57944,41,9,336
42965,38,9,170
605,25,18,185
11832,71,43,427
58595,16,41,144
12298,26,34,57
42124,49,5,327

10624,65,18,443
46231,22,46,358
59204,18,37,344
91567,37,12,400
72615,67,30,361
53232,2,3,403
52877,43,9,143
40401,55,15,225
41473,46,3,17
97525,44,50,327
81144,45,49,16
76910,72,8,36
96184,32,30,193
51099,54,33,256
66411,70,16,40
77153,66,26,75
59586,20,48,276
47006,52,18,419
20727,8,23,437
11424,55,1,31
22276,22,13,186
10296,37,19,207
37947,66,9,250
44807,30,35,161
52222,59,19,189
99459,53,48,317
53217,68,18,227
54468,68,41,122
33120,23,35,86
59957,21,4,256
38366,8,24,219
1827,63,45,335
30860,53,31,218
72355,35,7,128
60482,26,16,155
1631,19,8,320
50598,57,21,210
87923,8,15,330
38390,5,3,281
77709,58,5,160
33715,51,31,217
89513,15,3,100
44664,72,18,46
85557,53,3,297
50515,2,37,176
88419,5,3,232
65976,70,37,122
39179,53,30,202
5350,46,41,57
92616,28,45,451
33694,29,42,323
75126,26,9,319
38526,38,48,106
91155,66,33,309
82311,13,1,108
13542,57,25,40
71494,44,26,223
87082,69,43,329
37994,22,26,438
68271,65,10,254
59219,58,49,87
47496,34,42,435
47452,61,2,367
48858,9,7,160
65499,54,41,271
85237,35,26,189
62285,1,31,99
377,50,41,321
26587,16,6,326
10717,4,2,370
8985,56,22,183
14416,48,43,251
35294,37,9,376
37130,5,45,377
55705,21,2,438
25054,33,3,68
90969,22,1,75
32669,63,15,81
58802,20,47,44
12050,37,40,452
43627,23,8,356
83819,19,48,259
85258,39,2,364
99216,73,5,390
30993,33,16,269
82260,63,11,197
53649,27,17,267
77066,34,30,227
48109,38,30,306
64760,61,33,184
11740,63,46,83
61974,25,9,324
16479,18,1,333
19416,65,33,164
94246,35,36,235
79223,36,2,187
81108,21,42,209
23819,29,18,346
93168,38,30,20
75537,22,16,208
43193,61,39,60
41784,34,12,194
27903,70,18,152
75799,24,23,35
23661,29,43,10
41866,50,33,75
89326,42,43,429
84790,50,47,56
23091,37,14,332
48419,20,47,83
90576,47,46,278
95383,23,1,202
59452,5,42,443
26218,74,21,313
34244,23,29,403
97765,11,20,22
45892,9,21,216
13736,60,38,352
97496,44,19,385
26915,1,39,221
30138,13,39,160
54252,59,11,349
3949,47,31,361
84835,34,28,59
34893,71,34,56
83479,25,35,190
60024,25,38,341
47051,55,12,24
94965,19,47,345
95684,21,8,454
5120,60,49,427
63747,12,23,147
54906,35,39,51
18851,56,39,148
69608,1,7,353
27801,34,28,162
32460,17,37,375
37021,11,44,442
25748,42,32,420
12742,25,47,183
60775,26,46,28
68479,8,2,105
14109,69,17,374
75491,29,18,414
2485,71,45,197
50500,6,29,129
72399,31,1,248
92223,46,1,441
29850,37,16,241
28844,65,15,50
75001,55,7,306
82992,69,36,385
26902,28,46,104
35430,4,44,429
14619,40,42,115
53612,67,1,165
42538,54,42,254
77233,46,46,54
59947,17,41,396
58275,75,45,350
57945,29,39,146
86980,5,39,159
55180,61,35,96
45840,69,35,47
52988,22,27,219
86034,6,49,445
59988,35,12,421
59891,5,11,384
64616,30,47,349
68509,55,16,109
31921,1,14,420
39243,46,49,139
27626,52,20,29
26275,20,15,119
90229,51,2,418
56248,67,26,305
60328,3,47,277
44083,36,29,414
45611,53,20,383
79229,33,38,101
33456,29,38,361
42699,35,10,449
55345,74,33,448
55580,56,1,382
77069,67,48,449
38376,19,45,99
85907,31,27,257
94316,5,14,333
53720,49,10,149
80771,57,49,32
50900,44,12,167
82754,37,18,247
574,4,4,19
33645,70,42,29
18443,37,10,187
75148,17,31,121
51723,27,2,374
68448,41,34,357
85755,18,26,388
25567,11,43,80
73967,52,6,166
59255,38,37,50
57178,53,18,237
7074,62,26,162
31216,55,24,118
86672,34,19,241
18516,22,47,324
86529,74,38,443
76604,62,10,459
32271,19,16,235
8224,7,9,212
75202,40,1,166
7999,75,21,363
66959,17,30,33
69397,32,50,207
86393,70,34,444
49011,7,44,413
27388,21,9,216
38769,24,29,385
29062,44,47,211
46176,6,24,78
47179,29,45,113
27623,47,43,422
9389,7,44,291
15690,56,20,285
35995,10,46,274
35500,29,13,265
64924,21,45,169
67329,59,35,335
50562,11,22,180
93691,6,1,13
4465,55,31,448
72342,72,13,246
32745,9,20,191
21503,19,29,373
93529,67,15,384
96912,34,21,390
75006,54,47,388
39584,27,9,375
97002,11,10,41
67615,2,28,110
75410,6,12,153
97571,60,21,48
90909,27,15,281
6558,57,46,101
56749,24,3,134
73910,49,15,139
38334,73,11,383
8776,73,45,219
50110,13,27,292
61868,70,39,381
73539,2,26,129
45219,22,38,160
21608,16,43,247
203,70,39,249
25367,29,3,290
93417,13,3,238
65448,12,40,415
16322,21,31,352
43564,57,2,260
58544,1,21,357
20221,22,47,440
30006,22,1,344
41321,72,12,355
78933,2,31,411
82482,69,31,114
51824,25,8,87
38054,60,47,426
4618,48,50,288
91261,65,23,249
60080,26,12,409
16240,1,4,209
23955,75,6,208
9470,72,45,419
27322,29,15,38
61703,22,49,38
39035,16,29,258
40418,69,29,202
18007,72,49,91
10818,73,31,195
99533,71,3,327
57316,55,46,306
95032,39,33,138
4578,64,50,173
53822,18,19,275
9189,66,13,203
33028,44,42,331
60365,52,6,108
50687,63,26,408
44558,28,36,76
34528,59,39,61
48947,3,45,421
16697,61,4,127
80231,33,38,365
42699,14,14,223
10495,59,24,53
2770,6,4,31
96998,38,7,47
78390,41,16,391
78308,48,48,78
65493,48,11,165
81210,15,33,281
80102,68,25,25
19449,38,9,396
20931,24,50,428
23147,29,36,300
51490,5,30,69
80035,22,32,288
59487,26,7,92
16029,63,13,416
3354,23,24,187
74170,57,35,134
74875,65,39,296
20510,23,24,401
2431,27,6,96
49912,64,31,275
53797,54,30,151
3777,14,34,119
37123,74,3,460
2303,10,20,404
31595,3,47,209
43196,38,16,318
46681,14,43,239
24054,19,31,175
37074,69,26,61
91086,12,37,179
61728,55,43,253
60641,59,24,18
32336,70,23,416
80093,10,6,387
92140,49,31,169
42367,68,8,226
56630,38,29,197
51912,41,19,125
62545,55,35,318
67220,5,37,151
65642,67,38,148
87993,14,10,250
57261,46,7,307
47813,27,11,341
55863,66,21,218
39368,30,41,85
47165,8,39,442
41461,67,18,252
39223,69,15,269
27181,18,39,335
95268,1,8,345
34089,40,27,398
41336,13,28,88
3068,38,19,44
96986,55,8,399
99665,62,9,351
20756,4,34,137
28371,75,24,312
98013,47,5,173
75881,33,7,229
86705,53,1,314
28843,3,15,38
72262,46,38,95
21561,27,28,227
79803,55,22,145
24152,46,20,124
41998,21,5,321
73499,32,50,310
62028,9,26,159
4514,15,9,454
72613,6,46,421
76663,51,19,367
64328,73,40,328
31243,1,23,394
69699,32,49,160
78524,37,32,256
26279,7,30,380
5546,41,6,348
36319,49,15,300
30940,30,31,394
19266,20,47,136
59034,5,24,42
6396,56,15,270
39145,53,16,258
13870,43,12,224
30682,65,9,383
69678,69,6,73
27201,71,17,275
32321,32,7,434
14897,47,46,452
29242,27,6,173
75806,46,3,422
48671,48,17,225
18730,15,8,115
93551,56,9,327
86214,34,11,24
39508,46,50,447
40158,9,8,36
64631,60,38,350
17704,33,7,451
14904,30,11,329
79227,68,43,38
40541,40,9,207
99243,31,33,318
38413,38,33,384
64498,59,7,201
65466,40,49,127
73976,26,15,145
97878,48,49,177
45122,40,31,345
84684,43,28,431
10408,35,24,171
39667,1,39,384
97894,37,8,92
36462,3,5,109
73197,60,28,143
63272,6,7,25
37429,43,9,446
84354,20,28,149
71215,15,40,138
74543,20,26,391
83519,52,39,209
83383,36,13,128
68070,35,31,115
89297,37,9,68
66432,50,8,404
92761,16,12,184
40624,36,40,109
34450,31,11,94
56667,31,22,49
29183,49,37,321
98242,4,35,15
57310,71,26,291
60895,73,16,202
7295,55,43,101
17208,3,18,327
65842,71,30,253
9226,29,48,25
15460,69,13,271
1889,73,1,373
31802,73,45,118
45107,43,7,172
85291,42,35,106
31300,14,3,352
28541,23,7,229
75848,32,50,38
5047,55,41,246
99295,31,9,45
47364,52,50,267
84120,53,21,373
82941,45,21,30
69566,53,16,169
14732,17,12,230
1297,62,8,254
46389,3,19,412
80700,32,7,200
92217,52,15,214
54946,57,21,181
15307,70,16,117
67065,6,4,341
89359,41,9,354
48890,49,21,157
31692,46,14,367
81037,67,31,212
86993,40,8,419
92334,68,49,12
88295,69,26,129
13904,4,7,93
17836,2,36,229
9246,33,4,218
56043,59,49,98
52757,42,4,388
63365,9,19,177
86357,28,2,53
70301,55,34,290
67353,22,11,409
13485,45,1,129
42405,13,18,362
17307,7,1,247
36001,22,28,28
12824,43,22,319
29952,30,10,438
15149,33,30,293
54925,30,47,139
86262,36,4,312
96217,33,7,397
2194,66,29,39
82740,70,12,228
28568,1,33,119
90861,50,26,441
9137,51,8,133
54503,38,4,129
94389,4,8,393
59445,38,36,157
44840,29,12,322
8699,55,23,135
95753,11,36,45
36638,75,40,43
91785,24,29,440
54578,70,40,109
542,73,49,132
57801,44,18,288
88470,35,32,202
84262,1,16,223
10547,49,10,267
57501,54,49,380
97612,74,5,37
80047,65,6,111
52780,58,42,130
24139,8,3,212
73293,1,36,382
27163,33,6,370
12658,48,28,186
44889,7,39,209
98898,4,36,346
65922,67,19,297
12535,54,37,414
8861,12,41,73
44524,41,37,228
95513,60,9,241
25885,18,42,353
67133,42,12,288
56979,58,27,275
41355,26,30,326
7633,54,10,183
17022,46,4,86
66195,63,20,390
69130,29,10,290
95242,49,45,375
37261,75,39,31
78464,32,12,37
47393,75,15,285
92852,61,7,152
3653,70,14,63
61482,16,28,412
78754,13,43,245
31239,10,41,280
82321,51,48,230
10141,69,32,86
53886,18,35,336
43372,8,19,188
5180,16,22,451
64058,40,44,112
47335,18,34,232
87056,54,29,63
93627,34,49,413
14173,30,20,260
89856,64,13,139
27530,50,41,309
1700,50,12,24
21214,30,22,101
34659,36,17,43
23415,61,25,18
80548,38,23,391
946,68,22,195
97124,27,26,165
